TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2024,1,23,12,56,36XX WELLINGTON AVE,Renfrew-Collingwood,498025.8207,5454000.5914
Other Theft,2024,1,1,2,44,37XX INVERNESS ST,Kensington-Cedar Cottage,494180.3791,5455434.6833
Other Theft,2024,2,12,14,49,37XX MAIN ST,Riley Park,492657.8057,5455421.1213
Other Theft,2024,1,16,23,0,37XX PRINCE EDWARD ST,Riley Park,492970.2098,5455424.4079
Other Theft,2024,1,22,7,23,37XX PUGET DR,Arbutus Ridge,487305.9977,5455679.6029
Other Theft,2024,3,18,23,0,37XX QUESNEL DR,Dunbar-Southlands,487185.2339,5455666.3773
Other Theft,2024,4,7,5,40,37XX RUPERT ST,Renfrew-Collingwood,497530.8893,5455376.5312
Other Theft,2024,2,18,0,0,37XX W 22ND AVE,Dunbar-Southlands,486380.05,5455578.5844
Other Theft,2024,1,29,17,15,37XX W 31ST AVE,Dunbar-Southlands,486398.3135,5454632.5069
Other Theft,2024,3,18,15,43,37XX W 4TH AVE,West Point Grey,486419.4869,5457329.963
Other Theft,2024,4,5,17,30,37XX WINDSOR ST,Kensington-Cedar Cottage,493897.0876,5455444.881
Other Theft,2024,1,16,13,0,38XX POINT GREY RD,West Point Grey,486252.4818,5457691.0472
Other Theft,2024,1,23,13,33,38XX RUPERT ST,Renfrew-Collingwood,497547.9899,5455294.3053
Other Theft,2024,1,24,14,45,38XX VICTORIA DR,Kensington-Cedar Cottage,495263.4797,5455372.0424
Other Theft,2024,4,6,11,4,39XX DUMFRIES ST,Kensington-Cedar Cottage,494667.913,5455145.1176
Other Theft,2024,3,11,5,44,39XX DUNBAR ST,Dunbar-Southlands,486527.7977,5455401.2856
Other Theft,2024,3,11,4,30,39XX DUNBAR ST,Dunbar-Southlands,486527.9424,5455412.6904
Other Theft,2024,3,7,18,28,39XX FRASER ST,Riley Park,493436.6955,5455241.5387
Other Theft,2024,2,6,2,0,39XX HEATHER ST,South Cambie,491236.9381,5455277.5859
Other Theft,2024,3,19,14,30,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2024,4,11,21,52,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2024,1,30,13,0,39XX W 16TH AVE,West Point Grey,486009.1749,5456173.8341
Other Theft,2024,2,21,15,30,39XX W 16TH AVE,West Point Grey,486009.1749,5456173.8341
Other Theft,2024,3,14,19,0,39XX W 51ST AVE,Musqueam,485986.3056,5452553.5634
Other Theft,2024,3,18,20,14,39XX W 51ST AVE,Musqueam,485986.3056,5452553.5634
Other Theft,2024,1,16,19,25,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Other Theft,2024,1,19,0,0,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Other Theft,2024,2,3,19,1,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Other Theft,2024,2,8,21,0,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Other Theft,2024,2,16,19,30,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Other Theft,2024,2,26,22,30,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Other Theft,2024,3,20,23,0,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Other Theft,2024,2,15,0,0,3X SMITHE ST,Central Business District,491792.4884,5458018.0704
Other Theft,2024,2,17,23,30,3X W HASTINGS ST,Central Business District,492336.989,5458778.0373
Other Theft,2024,1,7,1,0,3X W PENDER ST,Central Business District,492312.8772,5458673.7778
Other Theft,2024,3,25,19,0,3X W PENDER ST,Central Business District,492331.9062,5458659.1097
Other Theft,2024,3,29,13,41,3X WATER ST,Central Business District,492356.9463,5458990.315
Other Theft,2024,3,22,12,51,3X WATER ST,Central Business District,492360.0246,5458989.4837
Other Theft,2024,1,8,16,21,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,1,10,9,3,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,1,23,12,42,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,1,25,13,36,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,1,25,17,41,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,1,26,16,32,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,1,27,16,16,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,3,18,4,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,4,13,30,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,5,11,40,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,7,14,14,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,8,17,10,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,11,14,0,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,12,13,7,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,12,17,48,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,16,13,50,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,19,13,49,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,23,9,40,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,24,12,46,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,24,14,0,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,2,25,16,0,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,3,3,15,42,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,3,4,10,32,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,3,4,12,3,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,3,10,12,35,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,3,18,12,19,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,3,20,15,24,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,3,26,16,14,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,3,27,12,5,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,3,28,10,19,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,3,30,15,15,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,3,31,15,22,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,4,3,16,11,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2024,1,13,9,57,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2024,1,13,10,33,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2024,2,6,20,1,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2024,2,25,17,12,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2024,4,3,20,20,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2024,1,17,23,0,3XX ABBOTT ST,Central Business District,492231.4142,5458890.9305
Other Theft,2024,1,20,20,0,3XX ABBOTT ST,Central Business District,492231.4142,5458890.9305
Other Theft,2024,1,21,1,0,3XX ABBOTT ST,Central Business District,492231.4142,5458890.9305
Other Theft,2024,3,5,11,20,3XX ALEXANDER ST,Strathcona,492890.2142,5459034.8466
Other Theft,2024,1,4,19,52,3XX ALEXANDER ST,Strathcona,492971.786,5459032.2703
Other Theft,2024,3,17,13,39,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.2628
Other Theft,2024,3,2,17,18,3XX BOUNDARY RD,Hastings-Sunrise,498278.014,5458741.4254
Other Theft,2024,2,25,0,0,3XX CAMBIE ST,Central Business District,492061.8658,5458966.7626
Other Theft,2024,2,26,19,0,3XX CAMBIE ST,Central Business District,492064.4008,5458975.0476
Other Theft,2024,3,2,23,0,3XX CAMBIE ST,Central Business District,492065.0689,5458977.2305
Other Theft,2024,1,17,21,9,3XX CARRALL ST,Central Business District,492411.052,5458829.6302
Other Theft,2024,2,26,13,0,3XX CARRALL ST,Central Business District,492411.8562,5458848.6453
Other Theft,2024,4,8,15,0,3XX COLUMBIA ST,Central Business District,492569.8402,5458844.9941
Other Theft,2024,3,28,21,0,3XX DAVIE ST,Central Business District,491074.0872,5458029.4253
Other Theft,2024,3,21,11,0,3XX DRAKE ST,Central Business District,490920.1623,5457937.4761
Other Theft,2024,2,10,9,30,3XX E 19TH AVE,Riley Park,492896.9764,5455682.8833
Other Theft,2024,3,9,3,51,3XX E 1ST AVE,Mount Pleasant,492915.7473,5457289.2109
Other Theft,2024,3,3,2,0,3XX E 50TH AVE,Sunset,492801.1513,5452440.2712
Other Theft,2024,3,26,19,0,3XX E 51ST AVE,Sunset,492876.3806,5452321.1242
Other Theft,2024,1,24,16,30,3XX E BROADWAY AVE,Mount Pleasant,492846.072,5456683.253
Other Theft,2024,3,4,18,30,3XX E BROADWAY AVE,Mount Pleasant,492865.1859,5456682.2301
Other Theft,2024,3,4,14,45,3XX E BROADWAY AVE,Mount Pleasant,492886.9435,5456671.9105
Other Theft,2024,4,10,11,46,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2024,1,6,9,20,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,1,14,8,46,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,1,26,11,54,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,1,29,18,2,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,1,29,21,3,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,1,30,9,30,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,2,9,15,5,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,2,15,19,10,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,2,20,15,45,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,2,24,13,15,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,2,29,11,30,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,3,2,12,26,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,3,5,13,51,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,3,12,23,53,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,3,14,21,45,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,3,26,21,25,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,4,1,15,0,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2024,1,18,16,26,3XX E HASTINGS ST,Strathcona,492970.2982,5458727.0174
Other Theft,2024,2,8,23,30,3XX E HASTINGS ST,Strathcona,492973.7185,5458726.9147
Other Theft,2024,2,21,11,30,3XX E HASTINGS ST,Strathcona,492978.914,5458726.7604
Other Theft,2024,4,10,18,9,3XX E HASTINGS ST,Strathcona,492978.914,5458726.7604
Other Theft,2024,3,1,17,18,3XX E HASTINGS ST,Strathcona,492979.2196,5458726.7517
Other Theft,2024,3,20,18,1,3XX E HASTINGS ST,Strathcona,492981.7868,5458726.6753
Other Theft,2024,1,2,7,17,3XX E HASTINGS ST,Strathcona,492996.1508,5458726.2497
Other Theft,2024,1,31,0,0,3XX E HASTINGS ST,Strathcona,492996.1508,5458726.2497
Other Theft,2024,2,13,10,19,3XX E HASTINGS ST,Strathcona,492996.1508,5458726.2497
Other Theft,2024,1,8,14,51,3XX GARDEN DR,Grandview-Woodland,495789.9662,5458785.6433
Other Theft,2024,4,9,14,30,3XX INDUSTRIAL AVE,Strathcona,492903.2814,5457447.8108
Other Theft,2024,1,31,16,39,3XX KINGSWAY AVE,Mount Pleasant,492963.3812,5456374.2077
Other Theft,2024,3,8,1,8,3XX MAIN ST,Central Business District,492746.3224,5458764.8036
Other Theft,2024,1,24,20,36,3XX MAIN ST,Strathcona,492755.2693,5458759.7351
Other Theft,2024,3,22,17,0,3XX MAIN ST,Strathcona,492758.4582,5458838.7313
Other Theft,2024,2,27,14,33,3XX POWELL ST,Strathcona,492898.594,5458933.6513
Other Theft,2024,3,28,17,0,3XX POWELL ST,Strathcona,492898.594,5458933.6513
Other Theft,2024,1,8,0,1,3XX POWELL ST,Strathcona,492945.4469,5458941.355
Other Theft,2024,2,16,15,3,3XX POWELL ST,Strathcona,492961.7976,5458931.7024
Other Theft,2024,2,19,18,16,3XX POWELL ST,Strathcona,493025.0012,5458929.7536
Other Theft,2024,1,25,13,50,3XX RAILWAY ST,Strathcona,493062.2736,5459129.9909
Other Theft,2024,2,10,9,57,3XX ROBSON ST,Central Business District,491555.5452,5458465.0691
Other Theft,2024,1,24,19,25,3XX ROBSON ST,Central Business District,491562.0354,5458458.2945
Other Theft,2024,1,2,17,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,1,2,18,12,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,1,3,9,10,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,1,4,9,20,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,1,7,17,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,2,18,18,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,2,26,16,40,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,2,26,19,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,3,1,15,0,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,3,1,17,34,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,3,25,14,38,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,3,26,19,20,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,3,26,20,25,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,3,28,7,2,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,4,2,14,26,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,4,2,20,0,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2024,1,2,21,10,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,7,14,25,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,8,16,20,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,8,16,28,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,8,16,50,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,8,20,40,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,9,17,0,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,9,19,10,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,9,20,0,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,10,21,35,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,11,10,30,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,11,14,35,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,11,20,30,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,12,21,10,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,13,14,23,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,13,18,20,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,14,8,30,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,14,21,15,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,16,22,15,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,18,16,40,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,18,19,10,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,19,14,50,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,19,19,20,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,20,14,55,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,20,15,10,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,21,18,45,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,21,19,35,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,21,22,10,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,22,16,10,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,23,17,59,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,23,19,40,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,25,12,20,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,26,8,52,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,26,12,20,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,26,12,50,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,26,16,10,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,26,19,15,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,28,14,44,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,29,16,15,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,29,16,30,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,29,17,30,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,29,17,50,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,29,22,20,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,30,10,30,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,31,11,38,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,31,12,35,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,1,31,18,24,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,1,20,5,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,1,21,6,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,2,10,55,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,2,18,16,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,3,10,18,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,3,22,0,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,4,20,10,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,4,22,25,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,5,9,30,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,5,19,5,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,5,20,2,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,5,22,15,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,6,15,0,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,6,19,15,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,6,20,0,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,6,21,5,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,6,22,0,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,7,8,15,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,7,13,1,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,7,18,6,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,7,20,55,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,7,21,28,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,7,22,52,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,8,12,30,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,9,7,16,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,9,21,10,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,10,14,34,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,10,18,32,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,10,21,48,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,11,13,58,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,13,7,40,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,13,16,15,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,13,18,12,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,13,20,40,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,14,16,40,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,14,17,58,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,14,20,19,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,15,8,10,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,16,15,45,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,18,13,25,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,18,17,28,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,20,8,40,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,21,19,10,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,22,19,12,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,23,18,20,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,24,10,32,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,24,10,35,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,25,20,50,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,27,22,10,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,28,11,33,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,28,18,40,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,2,29,8,55,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,3,18,20,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,3,20,35,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,4,14,15,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,5,20,42,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,6,22,50,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,7,10,35,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,7,16,45,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,8,14,48,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,8,21,28,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,10,10,51,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,10,20,55,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,10,22,45,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,11,9,40,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,12,12,15,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,12,13,51,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,12,15,50,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,13,13,24,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,15,22,20,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,16,19,29,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,16,21,25,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Other Theft,2024,3,17,16,17,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
